1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	3	0	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
2	2	2	2	2	1	1	2	2	2	1	2	2	2	2	3	3	2	2	2	2	2	2	2	3	2	3	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	1	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	3	4	2	2	2	2	2	2	3	4	2	2	2	2	2	2	2	2	3	4	1	2	2	1	2	2	3	4	3	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	4	2	2	3	4	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	1	2	1	1	2	1	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2
3	2	2	1	2	2	1	2	2	1	1	2	2	2	2	4	3	2	2	2	2	2	2	2	3	3	3	4	5	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	1	2	3	4	2	2	1	1	3	4	2	2	2	2	2	3	4	4	2	2	2	2	1	2	2	2	5	5	2	2	2	2	2	2	5	3	3	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	3	2	2	6	3	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	3	2	2	2	4	4	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	3	3	2	2	2	1	2	2	2	2	2	1
4	2	1	1	1	2	1	2	2	1	2	2	1	2	2	3	3	2	2	2	2	2	1	2	3	3	2	4	2	4	3	2	2	2	2	2	2	1	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	4	3	2	2	2	2	4	4	2	2	2	2	3	2	3	4	2	2	2	2	2	2	2	2	4	5	2	2	2	2	2	2	3	3	4	4	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	2	2	2	5	2	2	1	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	4	4	2	2	2	3	2	2	2	2	2	2	2	2	1	1	1	2	2	2	4	3	3	2	2	2	2	2	2	2	2	2
5	1	2	2	2	2	1	1	2	1	1	1	2	1	2	1	3	1	2	1	2	1	2	1	3	1	3	1	3	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	2	3	1	1	1	2	1	2	1	2	1	2	1	2	1	3	1	2	1	2	1	4	1	2	1	2	3	2	1	4	1	2	1	2	1	2	1	2	1	4	1	0	1	1	1	2	2	3	2	4	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	2	4	1	2	1	4	1	2	1	2	1	2	1	2	1	3	1	2	1	2	1	1	1	1	1	1	2	1	1	2	1	3	1	2	1	2	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	3	2	2	1	2	1	2	1	2	1	2
6	1	2	2	2	2	1	1	2	1	1	1	2	1	2	1	4	1	2	1	2	1	2	1	2	1	3	1	4	1	4	1	2	1	2	1	2	1	2	1	2	1	2	1	2	2	3	1	2	1	2	1	2	1	2	1	2	1	1	1	3	1	2	1	1	1	3	1	2	1	2	3	2	2	4	1	2	1	2	1	1	1	2	2	5	1	2	1	2	1	2	1	3	1	4	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	5	1	2	2	0	1	2	1	2	1	2	1	2	1	3	1	2	1	2	1	2	1	2	1	2	2	3	2	2	1	4	1	2	1	2	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	3	2	2	1	2	1	2	1	2	1	2
7	1	2	2	2	2	1	1	2	1	1	1	2	1	2	1	4	1	2	1	2	1	2	1	2	1	3	1	4	1	4	1	2	1	2	1	2	1	2	1	2	1	2	1	2	2	3	1	2	1	2	1	2	1	2	1	2	1	1	1	3	1	2	1	1	1	4	1	2	1	2	3	3	2	4	1	2	1	2	1	2	1	2	1	5	1	2	1	2	1	2	0	0	2	4	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	3	1	2	1	0	1	2	1	2	1	2	1	2	1	3	1	2	1	2	1	2	1	2	1	2	2	3	2	2	1	4	1	2	1	2	1	2	1	2	1	2	1	2	1	1	2	2	1	2	2	3	1	2	1	2	1	2	1	2	1	1
8	1	2	1	1	1	2	1	2	1	1	1	2	1	2	2	4	1	2	1	2	1	2	1	2	1	3	1	4	1	4	1	2	1	2	1	2	1	2	1	2	1	2	1	2	2	3	1	2	1	2	1	2	1	2	1	2	1	1	2	3	1	2	1	1	2	3	1	2	1	2	3	2	1	4	1	2	1	2	1	1	1	2	1	5	1	2	1	2	1	2	0	0	2	3	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	5	1	2	1	0	1	2	1	2	1	2	1	2	1	3	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	4	1	2	1	2	1	2	1	2	1	2	1	2	1	2	2	2	1	2	1	3	2	2	1	2	1	2	1	2	1	2
9	1	2	2	1	2	2	1	2	1	1	1	2	1	2	1	4	1	2	1	2	1	2	1	2	1	3	1	5	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	2	3	1	2	1	2	1	2	1	2	1	2	1	2	2	3	1	2	1	1	2	3	1	2	1	2	3	2	2	4	1	2	1	2	1	1	1	2	2	5	1	2	1	2	1	2	1	3	1	4	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	3	1	2	1	0	1	2	1	2	1	2	1	2	1	3	1	2	1	2	1	2	1	2	1	2	1	3	1	2	1	4	1	2	1	2	1	2	1	2	1	2	1	2	2	1	1	2	1	2	2	3	1	2	1	2	1	2	1	2	1	2
10	1	2	1	2	1	1	1	2	1	1	1	2	1	2	1	3	1	2	1	2	1	2	1	2	1	3	1	4	1	4	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	3	1	2	1	2	1	2	1	2	1	2	1	1	1	3	1	2	1	1	1	3	1	2	1	2	3	2	2	4	1	2	1	2	1	1	1	2	2	5	1	2	1	2	1	2	1	5	1	3	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	3	1	2	1	0	1	2	1	2	1	2	1	2	1	3	1	2	1	2	1	2	1	2	1	2	2	3	2	2	1	4	1	2	1	2	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	3	2	2	1	2	1	2	1	2	1	2
11	1	2	1	2	1	1	1	2	1	1	1	2	1	2	2	3	1	2	1	2	1	2	1	3	1	3	1	5	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	3	1	2	1	2	1	2	1	2	1	2	1	1	2	3	1	2	1	1	2	3	1	2	1	2	3	2	1	4	1	2	1	2	1	1	1	2	1	5	1	2	1	2	1	2	1	3	1	4	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	3	1	2	1	6	1	2	1	2	1	2	1	2	1	3	1	2	1	2	1	2	1	2	1	2	1	3	1	2	1	4	1	2	1	2	1	2	1	2	1	2	1	2	2	1	1	2	1	2	2	3	1	2	1	1	1	2	1	2	1	1
12	1	2	2	2	2	1	1	2	1	1	1	2	1	2	1	4	1	2	1	2	1	2	1	2	1	3	1	4	1	4	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	3	1	2	1	2	1	2	1	2	1	2	1	1	1	3	1	2	1	1	1	3	1	2	1	2	2	0	2	4	1	2	1	2	1	2	1	2	2	5	1	2	1	2	1	2	1	3	1	4	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	5	1	2	1	0	1	2	1	2	1	2	1	2	1	3	1	2	1	2	1	2	1	2	1	2	2	3	1	2	1	4	1	2	1	2	1	2	1	2	1	2	1	2	2	1	1	2	1	2	2	3	1	2	1	2	1	2	1	2	1	2
13	1	2	2	2	2	1	1	2	1	1	1	2	1	2	2	4	1	2	1	2	1	2	1	2	1	3	1	4	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	3	1	2	1	2	1	2	1	2	1	2	1	1	1	3	1	2	1	1	2	4	1	2	1	2	3	2	1	4	1	2	1	2	1	2	1	2	1	5	1	2	1	2	1	2	0	0	2	4	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	3	1	2	2	0	1	2	1	2	1	2	1	2	1	3	1	2	1	2	1	2	1	2	1	2	1	2	2	2	1	4	1	2	1	2	1	2	1	2	1	2	1	2	1	2	2	2	1	2	1	3	2	2	1	2	1	2	1	2	1	2
14	1	2	2	2	2	1	1	2	1	1	1	2	1	2	1	3	1	2	1	2	1	2	1	2	1	3	1	4	1	4	1	2	1	2	1	2	1	2	1	2	1	2	1	2	2	3	1	2	1	2	1	2	1	2	1	2	1	2	2	4	1	2	1	1	1	4	1	2	1	2	3	0	2	4	1	2	1	2	1	2	1	2	2	5	1	2	1	2	1	2	1	5	1	3	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	5	1	2	2	0	1	2	1	2	1	2	1	2	1	3	1	2	1	2	1	2	1	2	1	2	1	3	1	2	1	4	1	2	1	2	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	3	2	2	1	1	1	2	1	2	1	1
15	1	2	2	1	2	2	1	2	1	1	1	2	1	2	1	4	1	2	1	2	1	2	1	2	1	3	1	4	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	3	1	2	1	2	1	2	1	2	1	2	1	2	2	4	1	2	1	1	2	4	1	2	1	2	3	3	1	4	1	2	1	2	1	2	1	2	1	5	1	2	1	2	1	2	2	0	2	4	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	2	3	1	2	2	0	1	2	1	2	1	2	1	2	1	3	1	2	1	2	1	2	1	2	1	2	1	3	1	2	1	4	1	2	1	2	1	2	1	2	1	2	1	2	2	2	1	2	1	2	2	3	1	2	1	1	1	2	1	2	1	1
16	1	2	1	2	2	1	1	2	1	2	1	2	1	2	2	3	1	2	1	2	1	2	1	2	1	3	1	3	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	3	1	2	1	2	1	2	1	2	1	2	1	2	2	3	1	2	1	2	2	3	1	2	1	2	3	2	1	4	1	2	1	2	1	2	1	2	1	4	1	0	1	0	1	2	2	4	2	3	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	3	1	2	1	3	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	0	1	0	1	1	1	1	1	2	1	3	1	2	1	2	1	2	1	2	1	2	1	2	2	1	1	2	1	2	2	3	1	2	1	2	1	2	1	2	1	2
17	1	2	2	1	2	2	1	2	1	1	1	2	1	2	1	3	1	2	1	2	1	2	1	2	1	3	1	4	1	4	1	2	1	2	1	2	1	1	1	2	1	2	1	2	2	3	1	2	1	2	1	2	1	2	1	2	1	2	2	3	1	2	1	2	1	4	1	2	1	2	3	0	2	4	1	2	1	2	1	2	1	2	2	5	1	2	1	2	1	2	1	3	1	4	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	4	1	2	1	5	1	2	1	1	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	3	1	2	1	4	1	2	1	3	1	2	1	2	1	2	1	2	2	1	1	2	1	2	2	3	1	2	1	2	1	2	1	2	1	2
18	1	1	2	1	2	1	1	2	1	1	1	2	1	2	1	3	1	2	1	2	1	2	1	2	1	3	1	4	1	4	1	2	1	2	1	2	1	1	1	2	1	2	1	2	2	3	1	2	1	2	1	2	1	2	1	2	1	2	1	3	1	2	1	2	1	4	1	2	1	2	3	2	2	3	1	2	1	2	1	2	1	2	2	4	1	2	1	2	1	2	1	3	1	4	1	0	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	4	1	2	1	2	1	2	1	0	1	3	1	2	1	2	1	2	1	2	1	2	1	2	1	2	2	3	2	2	1	4	1	2	1	2	1	2	1	2	1	2	1	2	1	1	2	1	1	2	1	4	2	3	1	2	1	2	1	2	1	2
19	1	2	1	1	1	1	1	2	1	2	1	1	1	2	1	3	1	2	1	2	1	1	1	3	1	2	1	2	1	3	1	2	1	2	1	2	1	1	1	2	1	2	1	2	1	3	1	2	1	2	1	2	1	2	1	2	1	2	1	3	1	2	1	2	1	4	1	2	1	2	3	2	2	3	1	2	1	2	1	2	1	2	2	4	1	2	1	2	1	2	1	3	1	4	1	1	1	2	1	2	1	2	1	2	1	2	1	2	1	2	2	4	1	2	2	5	1	2	1	1	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	3	1	2	1	4	1	2	1	3	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	3	2	2	1	2	1	2	1	2	1	2
